0.14400000000023283,"[0.5235958099365234, -3.141614099542135, -1.621246337890625e-05, -1.570789174442627, -2.209340230763246e-06, 1.1444091796875e-05]","[-0.004531471058726311, 5.887388229370117, 2.279040575027466, 0.10772624611854553, -0.20125901699066162, -0.09304644167423248]",0.22400000000016007,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.2480000000000473,"[0.5235838890075684, -3.141590257684225, 1.985231508427887e-05, -1.5707767766765137, -2.209340230763246e-06, -2.4143849508106996e-05]","[0.026697922497987747, 5.89894962310791, 2.265349864959717, 0.10733944177627563, -0.2040514051914215, -0.09791141003370285]",0.43200000000001637,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.31199999999989814,"[0.5235838890075684, -3.141590257684225, -1.621246337890625e-05, -1.570789174442627, -1.4607106344044496e-05, -2.4143849508106996e-05]","[0.0900677815079689, 5.913140296936035, 2.259368896484375, 0.12081262469291687, -0.1935136318206787, -0.0983966812491417]",0.5360000000000582,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.3919999999998254,"[0.5235719680786133, -3.141590257684225, -2.765655517578125e-05, -1.5708004436888636, -1.4607106344044496e-05, -3.0199159795074593e-07]","[0.017162872478365898, 5.892939567565918, 2.245114803314209, 0.09296756982803345, -0.1899224817752838, -0.09158050268888474]",0.6560000000001764,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.4479999999998654,"[0.5235600471496582, -3.1415540180602015, -2.765655517578125e-05, -1.570789174442627, 9.5367431640625e-06, 4.7206878662109375e-05]","[0.04756200686097145, 5.884476661682129, 2.2545456886291504, 0.11332780867815018, -0.20063811540603638, -0.08676673471927643]",0.7520000000001801,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.5199999999999818,"[0.5236196517944336, -3.141578813592428, -3.814697265625e-06, -1.570789174442627, -2.6051198140919496e-05, 1.1444091796875e-05]","[0.10829216986894608, 5.8772053718566895, 2.2511367797851562, 0.0865776389837265, -0.19090132415294647, -0.08460507541894913]",0.8720000000000709,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.5920000000000982,"[0.5235719680786133, -3.1415654621519984, -2.765655517578125e-05, -1.5708004436888636, -2.6051198140919496e-05, -3.0199159795074593e-07]","[0.0616508424282074, 5.867047309875488, 2.2480335235595703, 0.09946273267269135, -0.19244354963302612, -0.10076235979795456]",1.0080000000000382,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.6720000000000255,"[0.5236196517944336, -3.141601701776022, -3.814697265625e-06, -1.5707767766765137, 9.5367431640625e-06, -3.0199159795074593e-07]","[0.029570605605840683, 5.865933418273926, 2.2525105476379395, 0.09521026909351349, -0.20709490776062012, -0.10786205530166626]",1.1280000000001564,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.7440000000001419,"[0.5236196517944336, -3.1415654621519984, -3.814697265625e-06, -1.570789174442627, -2.209340230763246e-06, 1.1444091796875e-05]","[0.06543831527233124, 5.908514022827148, 2.2531862258911133, 0.10018442571163177, -0.21208637952804565, -0.11343441158533096]",1.231999999999971,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
0.8240000000000691,"[0.5235838890075684, -3.141614099542135, -1.621246337890625e-05, -1.5708004436888636, 9.5367431640625e-06, 1.1444091796875e-05]","[0.025864271447062492, 5.855990409851074, 2.2687008380889893, 0.09823215007781982, -0.1889411360025406, -0.11336678266525269]",1.3520000000000891,"[0.5235987755982994, -3.141592653589792, -8.881784197001252e-16, -1.5707963267948966, 0.0, 0.0]","[3.3318716279084934e-25, 6.207559742578993, 2.042684522525103, 0.2350728795212312, -0.0722390798056198, 0.0]"
