0.08799999999996544,"[-1.5508868225437418, -1.8474902358103558, -2.0164913580495885, -0.8735068721286403, 1.6026351047160508, 0.019509881256236945]","[-1.0211936091078942e-16, 2.7147029548414436, 1.5769556393535697, 0.23318678275862822, 0.0022988911427275064, 0.0]"
0.20000000000004547,"[-1.5507193448899397, -1.8456360811159263, -2.0318089085508664, -0.8600381435629663, 1.6026393074312848, 0.01967739107691666]","[0.0008508448038663559, 2.681505656429921, 1.5642708944850083, 0.23366314199099092, 0.002299577628451711, 1.5546073603923097e-05]"
0.2480000000000473,"[-1.5506039662239877, -1.8444823328676376, -2.0421569872765764, -0.8508401388324378, 1.602642202245429, 0.01979279192935619]","[0.0008651399170611079, 2.665216886970343, 1.552716417914749, 0.23368368821287785, 0.002299793369891269, 1.581698296671296e-05]"
0.30399999999985994,"[-1.550467666054514, -1.84324635299956, -2.054172799701269, -0.840055965342863, 1.6026456214274003, 0.019929118335791793]","[0.0008824409542518537, 2.646431820823512, 1.5390252428688174, 0.23370815065982184, 0.002300048288574532, 1.6141079675776922e-05]"
0.36799999999993815,"[-1.5503096178227533, -1.8419816198151864, -2.067830785377689, -0.8276576786939103, 1.602649585433606, 0.020087197028072195]","[0.0009030611854974086, 2.6252568535772, 1.5230944729952631, 0.23373679305724687, 0.0023003439604285018, 1.6522439263900023e-05]"
0.42399999999997817,"[-1.5501692904796585, -1.841006894869273, -2.079717061677602, -0.8167416571033446, 1.6026531043157162, 0.02022755144981753]","[0.0009218698967964343, 2.606991023507313, 1.5089015233692404, 0.2337624893115139, 0.002300606551772342, 1.686607220185211e-05]"
0.4880000000000564,"[-1.550006537458204, -1.8400469246802418, -2.093228379254988, -0.804185124471541, 1.6026571847640347, 0.020390335916778093]","[0.000944271262555715, 2.5864221259891296, 1.4923846893901793, 0.23379262358400243, 0.0023009111926783083, 1.727059670271261e-05]"
0.5519999999999072,"[-1.5498411885932653, -1.839254858890361, -2.1066624807907814, -0.7915378200985126, 1.6026613294298235, 0.020555716772118943]","[0.0009676722590876407, 2.5661873461822733, 1.4755444575021914, 0.23382362265276102, 0.0023012207871707783, 1.7688197618541293e-05]"
0.599999999999909,"[-1.5497154357342362, -1.8387733895381038, -2.1166877513011144, -0.7819900115291478, 1.6026644809916064, 0.02068149399007751]","[0.0009859008149192576, 2.5512353356625352, 1.4626972696426994, 0.23384746950022697, 0.0023014563075837596, 1.801030007255114e-05]"
0.6479999999999109,"[-1.5495881602076729, -1.8383903673279915, -2.1266701589422006, -0.772386569759286, 1.6026676702008031, 0.020808794196250882]","[0.0010047278796834918, 2.5364792844501727, 1.4496601967250222, 0.2338718525612145, 0.0023016947370838974, 1.8340293139008995e-05]"
0.7039999999999509,"[-1.5494377103474157, -1.838070378081551, -2.138262400051226, -0.7611095224550972, 1.6026714394356927, 0.02095927326316638]","[0.001027470887385293, 2.519516416122097, 1.4342054608571222, 0.23390100679447032, 0.002301976654832545, 1.8735583516768778e-05]"
0.7519999999999527,"[-1.549307039066714, -1.8379070258188062, -2.1481526116572613, -0.7513784976321016, 1.6026747125706324, 0.021089969940280767]","[0.0010476508542285423, 2.5051975692503237, 1.4207444244755567, 0.2339266284216016, 0.0023022215777843322, 1.9083521179130845e-05]"
0.7759999999998399,"[-1.5492411002629716, -1.8378644036819036, -2.153081848918231, -0.7464897803781732, 1.6026763640399349, 0.021155921569813788]","[0.0010579839416811115, 2.4981158535945216, 1.4139385040672685, 0.2339396658440222, 0.00230234519311048, 1.926073357045224e-05]"
0.8399999999999181,"[-1.5490632629216528, -1.8378803934314716, -2.166174917412759, -0.7333750521337139, 1.602680817371492, 0.02133379353699696]","[0.0010863511597298359, 2.4794891720516614, 1.3955390376361672, 0.2339751983041481, 0.002302678665300666, 1.9744185549033165e-05]"
0.9039999999999964,"[-1.548882457884023, -1.838088952913628, -2.1791931892309826, -0.7201424554004898, 1.6026853439854447, 0.021514633830111544]","[0.001115933032157728, 2.461245380973565, 1.3767677197146415, 0.23401189058719962, 0.0023030178231496588, 2.024400282133692e-05]"
0.9759999999998854,"[-1.548675411236835, -1.8385603122722056, -2.1937495794064485, -0.7051081026456725, 1.6026905263012523, 0.021721720913820554]","[0.0011507175306001104, 2.4411914785058806, 1.3551929228984316, 0.23405462940167812, 0.0023034063570508538, 2.0826732643718273e-05]"
1.0319999999999254,"[-1.5485116415997622, -1.8391050478231818, -2.205006044680731, -0.6933016780474404, 1.602694624438255, 0.021885522583847725]","[0.0011789116306934507, 2.425947617377983, 1.338068722214497, 0.234088992701747, 0.002303713795461911, 2.129557196495459e-05]"
1.1040000000000418,"[-1.5482974719247338, -1.8400412342539099, -2.219394888303487, -0.6779698155926468, 1.6026999824846018, 0.022099734214597388]","[0.001216677564842394, 2.4068160251355177, 1.3155969752198802, 0.2341346899859875, 0.0023041160048348484, 2.191934070882134e-05]"
1.1599999999998545,"[-1.5481280188392894, -1.8409578896616985, -2.230521026805322, -0.6659216150076155, 1.6027042207852153, 0.022269220547714352]","[0.0012472673984235609, 2.392309331033713, 1.297755521386748, 0.23417146517263243, 0.002304434364108651, 2.2421495250254256e-05]"
1.2239999999999327,"[-1.54793119522476, -1.8422134417339064, -2.2431666502834204, -0.6520141585777806, 1.6027091425179874, 0.022466082837730224]","[0.0012835716380586938, 2.3761416428057776, 1.2769647358003924, 0.23421487642937983, 0.0023048042891051996, 2.3014409334078667e-05]"
1.288000000000011,"[-1.5477309122869958, -1.8436971996102995, -2.255737437687287, -0.6379532210308163, 1.602714149485209, 0.02266640519422573]","[0.0013213516592967321, 2.3604247839707146, 1.2557348166406874, 0.23425982659169853, 0.0023051808753675692, 2.3628484941982656e-05]"
